0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,
1,0.625694,0.376708,0.252448,0.131416,0.118074,0.02035,0.0881998,-0.0542241,0.122772,-0.148726,0.230932,
1,0.625694,0.379449,0.230578,0.139761,0.084866,0.0514774,0.03125,0.0189604,0.0115082,0.00698317,0.00423815,
