0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,
2,1.78787,1.5998,1.43508,1.29288,1.17233,1.07242,0.992079,0.930175,0.885506,
2,1.79957,1.62219,1.46707,1.33338,1.22018,1.12648,1.05123,0.993332,0.951668,
