0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.35,0.375,0.4,
2,1.89393,1.79384,1.69964,1.61124,1.52854,1.45144,1.37983,1.31361,1.25265,1.19683,1.14603,1.10012,1.05895,1.0224,0.990313,0.962552,
2,1.89688,1.79962,1.70811,1.62227,1.54201,1.46721,1.39776,1.33356,1.27448,1.22041,1.17121,1.12676,1.08692,1.05155,1.02053,0.993702,
