0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1,
1,0.75,0.5625,0.421875,0.316406,0.237305,0.177979,0.133484,0.100113,0.0750847,0.0563135,0.0422351,0.0316764,0.0237573,0.0178179,0.0133635,0.0100226,0.00751695,0.00563771,0.00422828,0.00317121,
1,0.777771,0.604928,0.470495,0.365938,0.284616,0.221366,0.172172,0.13391,0.104152,0.081006,0.0630042,0.0490028,0.038113,0.0296432,0.0230556,0.017932,0.013947,0.0108475,0.0084369,0.00656198,
